question,label,answer,,,,,
早期维新思想的代表人物及主张,主张,代表人物有王韬、郑观应等，他们在经济上主张发展民族工商业，与外国进行商战；在文化上主张兴办学校，学习西方自然科学知识；在政治上主张革新，实行君主立宪制度。早期维新派还没有形成完整的理论。,,,,,
早期政治制度,内容,①神权与王权结合。②以血缘关系为纽带形成国家政治结构③最高执政集团尚未实现权力的高度集中。,,,,,
早期殖民扩张,意义,①加速了欧洲资本的原始积累；②加剧了殖民地的贫困和落后，使其被迫卷入世界近代化进程③商业活动逐渐在世界范围内展开，世界市场初具规模。,,,,,
早期殖民扩张表现,内容,①野蛮掠夺②奴隶贸易③屠杀土著居民（如印第安人，导致殖民地劳动力匮乏，引起奴隶贸易）④不平等贸易（如英国东印度公司凭借免交内地税特权排挤印度商人控制印度国内贸易；葡萄牙人用廉价手工用品玩具等换取土著居民贵重物品）,,,,,
造纸术,内容,①考古文物证明，西汉已经发明；②东汉蔡伦改进造纸术，促进纸的普及,,,,,
造纸术,背景,西汉前期，中国已经有了纸。105年，东汉宦官蔡伦改进造纸术，用树皮、麻头等便宜易得的原料造出便于书写的纸，人称蔡侯纸。,,,,,
造纸术,背景,西汉早期,,,,,
造纸术,意义,在社会生活中广泛应用，使信息的记录、传播和继承都有了革命性进步,,,,,
造纸术,意义,纸的发明影响最为久远，对文明发展和社会进步的积极作用也最为显著。纸在社会生活中广泛应用，使得信息的记录、传播和继承，有了革命性的进步,,,,,
造纸术改进,内容,东汉的蔡伦造成蔡侯纸；唐代阿拉伯人开始使用并传到欧洲,,,,,
造纸术外传,背景,8世纪（唐朝）传入阿拉伯，以后经过阿拉伯人传往欧洲。,,,,,
责任内阁制的形成,背景,"（1）光荣革命后国王威廉三世设内阁成为直辖的最高行政机关。（2）乔治一世时国王不出席内阁会议成为惯例,后来成为惯例。（3）1721年财政大臣沃波尔开创多数党领袖任首相组建内阁先例。
从此内阁要对议会负责并定期汇报工作。
（4）18世纪中,内阁遭到下院反对，开创了两条对策，分别是_______
首相辞职向议会谢罪（或内阁成员集体辞职）
提请英王解散下院，提前大选新下院决定内阁存留",,,,,
责任内阁制的形成影响,意义,（1）议会取得了对行政权力的监督控制权（2）国王统而不治，只是最高权力的象征。（3）君主立宪制基本形成，英国成为典型的资产阶级代议制国家。,,,,,
怎样理解马克思和恩格斯在1872年《共产党宣言》德文版序言中“这个纲领现在有些地方已经过时了”这句话结合史实谈谈你的看法。,内容,“过时”的原因：25年过去了，历史发展和形势变化较大。“过时”的表现：如公社已经证明：“工人阶级不能简单地掌握现成的国家机器，并运用它来达到自己的目的。”对“过时”的理解：有些地方过时，不是整个《宣言》过时。,,,,,
战国时期，有西门豹开发水利的故事，你知道这一故事发生在什么地方吗,内容,发生在邺县（今河北临漳县）。,,,,,
战国以后中国社会存在的主要土地制度,内容,①国家土地所有制②地主土地所有制③自耕农土地所有制④君主土地私有制,,,,,
战时共产主义政策向新经济政策转变的必要性,内容,"战时共产主义背景国内被推翻的地主资产阶级叛乱，国外协约国武装干涉，苏维埃政权形式险恶，目的①集中有限的人力物力打退国内外敌人的进攻;②后来以此向社会主义过渡，内容①农业余粮收集制②工业企业国有化③流通取消自由贸易④分配实物平均配给制⑤其他劳动义务制，特点实行国家对国民经济的高度集中计划管理，排斥商品市场和资本主义，效果①为战胜敌人提供了保障，使苏维埃政权在经济上站稳了脚跟；②战后继续实施却加重了国内的经济政治危机；新经济政策背景苏维埃政权面临严重的经济困难和政治危机，目的①医治战争创伤，恢复发展生产，②在此基础上逐步过渡到社会主义，内容①农业固定粮食税②工业实行国家资本主义（租让,租赁）③商业实行自由贸易④分配按劳分配的工资制，特点国家掌握经济命脉的背景下，恢复商品市场和资本主义，效果①促使经济很快走出困境,为国家工业化奠定基础②使工农联盟得到巩固,有效地巩固了苏维埃政权③列宁找到了经济文化相对落后国家向社会主义过渡正确途径",,,,,
长征,原因,博古、李德等人执行王明左倾教条主义路线致使红军第五次反围剿失利,,,,,
长征,意义,红军长征为中国革命锻炼和保存了一大批骨干，为革命留下宝贵的精神遗产。,,,,,
长征的原因有哪些,原因,博古、李德等人执行王明左倾教条主义路线致使红军第五次反围剿失利,,,,,
长征过程,背景,1934.10，中共中央和中央红军开始长征，1935.10，中央红军同在陕北的红军胜利会师，1936.10，红军三大主力在甘肃会宁会师，长征胜利结束,,,,,
这一局面是英国通过哪些手段实现的,内容,圈地运动使英国农业为工业生产了大批的原料；工业革命使经济处于世界领先地位，要求扩大世界市场；经济扩张和海外殖民活动，建立了世界上最大的殖民帝国。,,,,,
这一时期文学艺术作品创作的主要特点是什么,内容,内容上：“向时代学习，向人民学习”，热情讴歌社会主义革命和建设事业；方针上：“百花齐放、百家争鸣”；形式上：革命的现实主义与理想主义相结合，文学艺术作品创作出现第一次高峰。,,,,,
真理标准的讨论,背景,所谓的两个凡是对毛泽东生前决策和指示不作任何分析的观点，严重禁锢着人们的思想。1978年5月，《光明日报》发表《实践是检验真理的唯一标准》一文，掀起了关于真理标准的讨论。,,,,,
震荡中的法国,内容,自1789年以来，法国经历了大革命、拿破仑第一帝国、波旁王朝复辟、七月王朝以及法兰西第二帝国的覆灭。在此期间，政局一直动荡不安，党派林立，执政者变换频繁，政治运动和人民斗争此起彼伏。1871年，巴黎公社失败后，在普法战争中获胜的德军还占领着法国近20个省，一些大城市的人民还掌握着武装，而各派政治力量又围绕着共和与帝制的政权形式问题展开了反复较量，法国政局愈发显得变幻莫测。,,,,,
蒸汽机,背景,18世纪60年代，英国人瓦特制成了装有冷凝器的单动式蒸汽机，大大提高了蒸汽机的功率。80年代，他又制造了联动式蒸汽机，采用曲柄机构，使往复的直线运动转变为旋转运动。瓦特还在蒸汽机上增加了可自动调节蒸汽机速率的装置。,,,,,
蒸汽机的发明给人类社会带来了哪些影响,意义,从生产力进步、生产关系变革、国际格局变化和科学文化事业进步等方面分析影响。如经济上：提供了更加便利的动力，迅速推广后，大大推动了机器的普及和发展；人类社会由此进入蒸汽时代。,,,,,
蒸汽机发明家及贡献,内容,①巴本发明实验型气缸；②纽可门制成用矿山抽水的蒸汽机③1769年后英国瓦特改良蒸汽机成为万能原动机,,,,,
蒸汽机社会意义,意义,①为机器提供蒸汽动力，推动了机器的普及和发展、工厂的大量出现，加速了工业革命的进程，人类社会进入蒸汽时代。②导致了汽船和蒸汽机车的发明，推动了交通工具的改进③加大了煤的开采，给环境和生态带来破坏。等,,,,,
蒸汽机时代,背景,18世纪第一次工业革命,,,,,
蒸汽时代的到来,意义,蒸汽机促使工场手工业作坊转变为机器大工业丁厂，改变了人们的生活和工作环境，真正意义亡的社会化人生产逐渐形成。蒸汽动力在交通运输工具上的应用，使得世界各地的联系更加密切，世界日益成为一个整体。,,,,,
殖民扩张,意义,A、对殖民国家来说，从殖民地掠夺了大量的财富，转化为资本，欧洲资本主义发展；B、对殖民地来说，殖民主义是灾难，造成了亚、非、拉地区的落后；殖民主义带来了先进的生产方式、生活方式和思想观念，促进了殖民地历史的发展和进步。C、对世界来说打破世界相对孤立状态，使世界日益成为相互影响、联系紧密的整体，促进了世界一体化的进程。,,,,,
殖民扩张,内容,抢夺殖民地；建立海外商品市场；贩卖黑奴；野蛮掠夺、屠戮和不平等交易,,,,,
殖民扩张是西欧国家经济发展的重要基础。结合史实简要说明。,内容,从原始资本积累、市场扩大、原料增加等方面分析。如，殖民扩张使巨额财富源源流入欧洲，成为欧洲资本原始积累的主要信息途径之一，加速了欧洲资本主义经济的发展。,,,,,
指南针,意义,①应用于方向测定，对军事、经济尤其航海事业的发展有重要作用②为明代郑和下西洋和欧洲人开辟新航路提供了技术保证,,,,,
指南针,背景,世界上最早的指南仪器是中国在战国时期发明的司南。后来，人们利用磁石指南的特性，制成指南针。北宋时，指南针应用于航海。,,,,,
指南针,背景,战国,,,,,
指南针,内容,战国《韩非子》中司南；北宋《武经总要》指南鱼；北宋沈括《梦溪笔谈》中记载磁针,,,,,
指南针传播,背景,12、13世纪由海路传入阿拉伯，然后再传入欧洲。,,,,,
指南针发明,背景,①战国出现司南②北宋文献记载了人工磁化制成的指南鱼和指南针③宋代指南针已经用于航海。,,,,,
指南针外传,背景,12世纪末13世纪初由海路传到阿拉伯，再传入欧洲。,,,,,
指南针应用,内容,北宋开始用于航海。为明代航海家郑和远航东非提供了条件；为哥伦布发现美洲的航行和麦哲伦的环球航行，提供了技术保证。,,,,,
智者学派,内容,智者学派以人和人类社会为探索的主题，研究人类，反思人类自己。他们以人的眼光去考察和认识社会、政治和法律问题，关注人与人之间的关系、社会组织、风俗习惯和伦理规范等。智者学派特别强调人的价值。智者学派反对迷信，强调自由，认为一切制度、法律和道德都是人为的产物，因此约束力也都是相对的，其兴废都要以人为尺度。在社会道德方面，每个人都应该有自己的判断标准，不应该强求一律。,,,,,
智者学派的出现,背景,元前5世纪，在雅典等一些古希腊城邦，奴隶制民主政治发展到顶峰。雅典成为希腊政治和文化中心。人们越来越多地参与政治生活，人在社会中的地位日益突出，有些学者的研究越来越关注人本身。,,,,,
智者运动,背景,①雅典民主政治的高峰②希腊工商业的发展③平民地位的提高④个人主义的成长和解决实际问题的需要,,,,,
智者运动,意义,以人为本的西方人文精神滥觞,,,,,
智者运动学派,内容,"①普罗塔戈拉，西方第一次思想解放运动的先驱②代表观点人是万物的尺度③观点评价进一步突破神灵的束缚，转而从人的角度理解和解释世界，
把人置于世界和社会的中心，是在原始宗教和自然统治之下人类自我意思的第一次觉醒
",,,,,
智者运动学派主张与内容,主张,①怀疑神灵，否认绝对权威，尖锐地批判传统，敢于创新；②言论内容和辩论方式完全从个人角度和利益出发，倾向于相对主义和主观主义。③注重实利，以逻辑方法作为辩论工具,,,,,
中共八大,内容,人民日益增长的物质需要和落后的生产力之间的矛盾；大力发展生产力，把中国尽快从落后的农业国变为先进的工业国,,,,,
中共八大,背景,三大改造的完成；阶级矛盾已基本解决,,,,,
中共八大,意义,为中国社会主义建设指明了正确的方向,,,,,
中共八大时间,背景,1956.9,,,,,
中共敌后战场的抗战代表战役,内容,1940年百团大战,,,,,
中共敌后战场的抗战历史地位,意义,使日军无法巩固占领区，牵制日军正面进攻，配合了国民党正面战场的作战；在相持阶段逐渐发展为抗日的主战场,,,,,
中共敌后战场的抗战内容,内容,实行全面抗战路线（洛川会议制定）、开展游击战争、深入敌后建立抗日根据地,,,,,
中共七届二中全会,内容,①工作重心由乡村转移到城市，以恢复和发展生产为一切工作的中心②确定全国胜利后党在政治经济文化方面的基本政策③提出由农业国转变为工业国，由新民主主义社会转变为社会主义社会的总任务,,,,,
中共十五大提出的关于所有制结构和公有制实现形式“新”在何处,内容,提出公有制为主体、多种所有制经济共同发展，强调这是中国社会主义初级阶段的一项基本经济制度；明确提出非公有制经济是社会主义市场经济的重要组成部分。这就改变了以前社会主义阶段只有公有制一种经济结构的判断，从而为社会主义市场经济体制的建立和实践提供了理论基础。同时，公有制的实现形式也不再是一种固定的模式，而主要是体现在控制力上，其形式也多种多样。这些，都体现了社会主义理论的创新之处。,,,,,
中共十一届三中全会从哪些方面实现了我国的历史性转折,内容,1978年12月，中国共产党十一届三中全会召开。会议重新确立了解放思想、实事求是的指导方针，果断地停止使用“以阶级斗争为纲”的口号，做出了把工作重点转移到社会主义现代化建设上来的战略决策。全会提出，实现社会主义现代化，必须大幅度地提高生产力，多方面地改变同生产力发展不适应的生产关系和上层建筑，改变一切不适应的管理方式、活动方式和思想方式。全会肯定了在经济体制中权力下放的原则，提出应大力精简各级经济行政机构，坚决按经济规律办事，认真解决党政企不分、以党代政、以政代企等长期存在的问题。中共十一届三中全会是新中国历史上具有深远意义的伟大转折。这次全会作出实行改革开放的新决策，开始了中国从“以阶级斗争为纲”到以经济建设为中心、从僵化、半僵化到全面改革、从封闭半封闭到对外开放的历史性转变。,,,,,
中共十一届三中全会以来民主与法制建设的重要成就,内容,（1）1980年邓小平《党和国家领导制度的改革》，强调解决党和国家政治体制中权力过分集中问题，体现建设民主政治的初步构想。（2）1982年全国人大五届五次会议通过新宪法，成为新时期治国安邦的总章程。（3）1997年中共15大提出以法治国，建立社会主义法治国家的历史任务，1999年（全国人大九届二次会议）将其写入宪法（4）当前以宪法为核心的中国特色的法律体系基本形成,,,,,
中共十一届三中全会有关改革开放决策,内容,"①改革实现四个现代化，要求大幅度地提高生产力，也就必然要求多方面地改变同生产力发展不适应的生产关系和上层建筑，改变一切不适应的管理方式、活动方式和思想方式；
肯定在经济体制中权力下放的原则，应该大力精简各级经济行政机构，坚决按经济规律办事，认真解决党政企不分、以党代政、以政代企等长期存在问题。
②开放提出在自力更生的基础上积极发展同世界各国平等互利的经济合作，努力采用世界先进技术和先进设备",,,,,
中共十一届三中全会有关改革开放决策,意义,伟大的历史性转折，开辟了建设中国特色社会主义的新道路，标志着社会主义现代化建设新时期的到来。,,,,,
中共一大,背景,1921.7.23上海,,,,,
中共一大,内容,规定党的任务推翻资产阶级，建立无产阶级专政，消灭阶级差别，实现共产主义。确定党的中心任务领导工人运动,,,,,
中共一大,意义,宣告了中国共产党的正式成立。自从有了中国共产党，中国革命的面貌焕然一新,,,,,
中共一大规定党的任务,内容,推翻资产阶级统治，建立无产阶级专政,,,,,
中共一大确定中心任务,内容,领导工人运动,,,,,
中共一大召开的意义,意义,宣告了中国共产党的正式成立。自从有了中国共产党，中国革命的面貌焕然一新,,,,,
中国,内容,综合国力提高，国际地位提高（表现A综合国力增强，已是政治大国。B加入亚太经合组织和世贸组织C保持人民币汇率稳定，为制止亚洲金融危机恶化做出了贡献）,,,,,
中国参加世界贸易组织（WTO）,意义,"带来机遇，5个有利于，有利于继续深化经济体制改革和推动国民经济结构调整和产业升级，有利于发挥比较优势，更多地扩大出口和更好地利用外资，有利于实施走出去战略，扩大国际竞争与合作，有利于参与国际经济规则的制定，分享多边贸易体制和经济全球化带来的好处
",,,,,
中国参加世界贸易组织（WTO）,背景,"中国是关贸总协定的创始会员国之一，经济全球化不断深入发展
",,,,,
中国参加世界贸易组织（WTO）对策,内容,"中国政府部门对经济体制管理从观念体制上做必要的调整，各产业部门的管理方法、经营机制相应转变
",,,,,
中国参加世界贸易组织（WTO）过程,背景,1986年提出恢复关贸总协定缔约国地位的申请，2001年在多哈会议上正式批准加入,,,,,
中国参加世界贸易组织（WTO）挑战,背景,"一些产业面对更激烈的竞争，成本高、技术水平低和管理落后的企业遭受一定冲击和压力
",,,,,
中国成立以来科技发展,内容,核技术研究和应用，空间技术，生物工程，信息技术,,,,,
中国成立以来科技发展,意义,尖端科技成就对增强中国的综合国力和促进社会主义现代化建设具有重要意义。,,,,,
中国的改革为什么会首先在农村兴起农村改革的主要内容是什么,内容,改革首先在农村兴起，其主要原因在于在旧有的经济体制下，农民承受着巨大的基本生活方面的压力。中国农业集体化以后，由于农村经济体制问题长期得不到解决，广大农民的生产积极性受到压抑，农业生产、农民的生活水平从20世纪60年代以来有些年份处于停滞和徘徊状态。在一些地方，农民们为解决温饱问题而自发开始了改革农村原有经济体制的尝试。其基本内容就是实行农业生产责任制，包产到户、包干到户,,,,,
中国的振兴表现,内容,（1）新中国成立，改变了国际政治力量的对比。（2）抗美援朝的胜利，提高国际威望。（3）一五计划的完成，为工业化奠定了初步基础。（4）改革开放，取得了举世瞩目，综合国力迅速增长,,,,,
中国改革开放步入新阶段的标志是什么,内容,邓小平视察南方谈话和中国共产党十四大的召开,,,,,
中国共产党成立,意义,适应了近代以来社会进步和革命发展的客观要求，是开天辟地的大事，使中国革命面目焕然一新,,,,,
中国共产党的缔造者之一—毛泽东,内容,从中国共产党创建到国民革命时期，毛泽东进行了广泛调查研究，运用马克思主义基本原理，深刻分析中国社会形态和阶级状况。撰写了《中国社会各阶级的分析》《湖南农民运动考察报告》等文章，提出坚持无产阶级对民主革命的领导权和依靠农民进行革命斗争的主张。,,,,,
中国共产党领导的多党合作和政治协商制度背景与完善,背景,1956年社会主义改造完成后，中共提出与民主党派实行长期共存，互相监督的方针，标志着中国共产党领导的多党合作和政治协商制度发展到一个新阶段。,,,,,
中国共产党领导的多党合作和政治协商制度初步确立,内容,49年举行的中国人民政治协商会议。,,,,,
中国共产党领导的多党合作和政治协商制度的建立和完善经过,背景,（1）1949年初步确立标志是第一届人民政协全会召开（2）1954年政协代行全国人大的职能结束，但作为人民民主统一战线的组织继续存在（3）1956年进入新阶段，标志提出长期共存，互相监督的方针,,,,,
中国共产党领导的多党合作和政治协商制度正式确立,内容,1954年全国人民代表大会召开，政协作为人民民主统一战线组织继续存在，并发挥作用。,,,,,
中国古代的重农抑商政策表现,内容,①战国商鞅变法和《吕氏春秋》提出②西汉①规定商人不得衣丝乘车；②商人的赋税加倍；③汉武帝开始盐铁官营制度④商人入市籍，不得为官。③唐代市的设立和废止都由朝廷命令，交易时间受限制,,,,,
中国古代的重农抑商政策含义,内容,强调发展农耕，限制商业和手工业的发展,,,,,
中国古代的重农抑商政策目的,原因,①维护专制主义国家政权的经济基础②统治者认为可以安定人心，保障国家安全和政治稳定，巩固君主的地位。,,,,,
中国古代的重农抑商政策影响,意义,"经济活力受到压抑，使新的经济因素和生产方式
的萌芽长期得不到发育",,,,,
中国古代的重农抑商政策有哪些影响,意义,经济活力受到压抑，使新的经济因素和生产方式的萌芽长期得不到发育,,,,,
中国古代宫廷工艺品和民间用品相比有那些差异,内容,（1）生产机构不同：宫廷工艺品由专门的官办皇家工场生产，而民间用品由普通的民间工场生产；（2）用途不同：宫廷工艺品除供日常使用外，还供艺术欣赏，而民间用品只是老百姓日常使用；（3）管理机构不同：宫廷工艺品从生产到使用都由专门的官僚机构管理，而民间用品则不是这样；（4）工艺水平不同：宫廷工艺品的生产水平是全国最高的，而民间用品则没有这么高的水平；（5）生产者的身份不同：宫廷工艺品的生产者几乎没有人身自由，而且服务范围只限于宫廷，技术的发明不能服务于社会，而民间用品的生产者则不受人身限制，技术的发明直接服务于社会；（6）价值不同：宫廷工艺品造价昂贵，而民间用品则价格低廉。,,,,,
中国古代科学思想高度发达,原因,①统一多民族国家的巩固和发展，农耕经济的高度繁荣，是中国古代科技取得辉煌成就的根本保障。②各朝代十分重视交通的发展，促进了科学技术的交流和传播。③中华文明具有强大的包容性，能够不断吸收来自外部的先进成果充实和发展自身，在历史上不断创新，与时俱进，长期走在世界的前列。④中国劳动人民的勤劳与智慧，富有创造力；⑤相对封闭独立的地理环境，强大的中央集权政权保证了中华文明免受外来势力的冲击；⑥中国古代的科技成就大多与社会生产、生活直接相关，易于在社会上传播。,,,,,
中国古代科学思想没有发展成为近代科技,原因,①固守农耕经济阻碍了近代科学技术发展；②科举制度扼制了科学技术的发展；③重人伦、轻自然的文化传统妨碍了科学技术的发展；④专制集权的官僚体制、封闭禁锢的社会结构，以及环境气候、语言与文字、宗教信仰、民族心理等方面的因素都不同程度地影响了近代科学技术的发展；没有成熟的市场,,,,,
中国古代科学思想启示,内容,①科学技术能否产生巨大经济效益和社会效益取决于其所处的社会环境；②明清科技滞后是农耕经济与工业文明较量的必然,,,,,
中国古代农业发展的主要特征是什么,内容,（1）在原始阶段经历了“刀耕火种”的落后耕作方式。（2）中国古代传统的农业耕作方式是小农户的个体经营。长期以来，耕作技术没有革命性的进步。（3）赋税和徭役繁重，压抑了农民的生产积极性，进而阻碍了农业生产的发展。（4）土地高度集中，地主和农民的阶级矛盾激化，民众暴动不断发生。（5）历朝历代的水利兴修防御了自然灾害，推动经济不断向前发展。,,,,,
中国古代王朝的监察体制,内容,"监察机构的设置，在秦代已经受到最高执政集团的重视。在中央政府和郡一级行政机关内，都有专门负责监察的官员。汉武帝时代，全国划分为十三个监察区域，称十三州部，每州部设刺史一人，以监察地方政治，加强中央对地方的控制。
西汉时期，中央行政机构的监察主要由御史大夫属下的官员承担。御史大夫的地位仅次于丞相，御史大夫主管的机关是当时最主要的监察机构",,,,,
中国古代政治制度,内容,"（1）千年发展,从未中断；源流分明,沿革清晰（2）以君权为中心，高度集中权力①人神关系上，君权至上，神权服务于君权②君臣关系上，宣扬君令臣从，臣效死忠，下级依附上司，全国服从于君主③权力配置上，全面垄断立法司法行政监察财政军事文教等大权（3）人治高于法治完备性、周密性和成熟性（4）宗法关系残余的长期影响（5）儒家经典长期成为理论基础和政策依据（6）通过礼制形成严密等级制度，使官民对立严重",,,,,
中国古代政治制度,内容,专制主义中央集权不断加强。在中央，相权不断削弱，君权不断加强。在中央与地方的关系中，中央严格控制地方政权，地方的权限日益减少，中央权力不断加强，地方绝对服从中央，最后听命于君主。,,,,,
中国古代中央集权制度,内容,郡形成中央垂直管理地方的形；郡县长官皆由中央调动任免，不得世袭；以官僚政治取代贵族政治,,,,,
中国古代中央集权制度形成,背景,"1.首创皇帝制度，确立至高无上的皇权。称号始皇帝,自称朕,命为制,令为诏,印称玺（皇帝独尊）；总揽政治、经济、军事等一切大权,中央和地方重要官员都由皇帝任免（皇权至上）；皇位终身且世袭（皇位世袭）2.中央机构实行三公诸卿制。三公丞相帮助皇帝处理全国政事；御史大夫副丞相，执掌群臣奏章，下达皇帝诏令，兼理国家监察事务；太尉协助皇帝管理全国军事。
②诸卿丞相之下,分管各项具体政务,是中央政府职能部门特点
③特点分工明确,家国同治，皇帝总揽，公卿朝议，减少失误
（3）地方机构全面推行郡县制。
①最高地方行政机构郡长官有郡守郡尉郡监（或监御史）等
②郡的下级机构县道③基层设计乡、里（行政）、亭（治安、公文传递）等",,,,,
中国古代中央集权制度影响,意义,（1）当时积极作用有利于封建经济文化的发展，使秦朝国力增强，对祖国疆域的初步奠定、巩固国家统一，以及形成以华夏族为主体的中华民族，起了重要作用。（2）当时消极作用方便秦朝统治者加强对人民的压榨，造成阶级矛盾迅速激化、人民起义和秦的速亡。（3）后世影响为历代封建王朝沿用和不断发展，奠定了我国两千年封建社会政治制度的基本格局。,,,,,
中国古代专制制度就帝王权力而言有怎样的演进历程,背景,从总体趋势来看，帝王的权力有逐渐扩张的现象，对相权的抑制和分解，就体现了这样的趋势。,,,,,
中国画,内容,魏晋时期，晋画家顾恺之《女史箴图》《洛神赋图》；隋唐时期，展子虔、阎立本、吴道子等画家《游春图》《步辇图》和《送子天王图》；两宋时期，张择端的《清明上河图》；元明清时期，元代王冕的《墨梅图》、明代徐渭的《牡丹蕉石图》、清代郑板桥的《墨兰图》。,,,,,
中国画,内容,中国画又称国画，注重写意传神，追求得意忘形。,,,,,
中国画分类,内容,"以题材的不同，中国画可以分为人物画、山水画、花鸟画三大画科。在表现技法上，中国画有工笔与写意。
",,,,,
中国画形成过程,背景,石器时代陶器图形；先秦两汉帛画漆画壁画画像石画像；魏晋南北朝至隋唐逐渐成熟,,,,,
中国画早期内容品,内容,《鹳鱼石斧图》《人物龙风图》《人物驭龙图》,,,,,
中国加入世贸,意义,利于中国参与国际经济合作与分工；利于扩大出口和利用外资；利于完善社会主义市场经济体制；利于直接参与21世纪国际贸易规则的决策过程，摆脱别人制定规则而中国被动接受的不利状况，维护合法权益；利于改革开放和人民生活水平提高；促进世界经济的增长；对我国弱势产业带来压力和挑战。,,,,,
中国加入世贸,原因,中国是关贸总协定的创始会员国之一，经济全球化不断深入发展，中国需要世界世界需要中国,,,,,
中国加入世贸过程,内容,1947，参与签定《关税及贸易总协定》，是创始成员之一；1986年正式提出加入关贸总协定申请拉开了谈判的序幕；1995年，复关谈判转为入世谈判；2001年12月，中国正式加入世贸组织,,,,,
中国加入世贸时间,背景,2001,,,,,
中国教育发展,内容,阶段新中国成立后至文革前，措施①《共同纲领》规定新中国的文化教育是民族的、科学的、大众的文化教育；②改革学制，确立了社会主义新型教育制度③向工农和工农子女开门，如开展扫盲识字教育等④五四宪法确定新中国的教育性质是为人民大众服务⑤1957年毛泽东提出新中国的教育方针使受教育者在德智体全面发展，成为有社会主义觉悟有文化的劳动者⑥刘少奇提出两种教育制度和两种劳动制度⑦国家采取多种形式的办学方针，成果到1965年初步形成了比较完整的国民教育体系；全日制、业余、半工半读教育共同发展等。；阶段文革时期，措施①停课闹革命②知识青年上山下乡运动③开门办学和学制缩短的教育革命④1970年开始实行群众推荐、领导批准和学校复审相结合的高校招生制度，成果出现文化断层、人才断层；全国文盲半文盲人数剧增，严重影响了全民族文化素质的提高和现代化事业发展；阶段文革结束后，措施①1977年恢复高考招生制度②1983年邓小平提出教育的三个面向，成为新时期教育指导方针③1995年提出科教兴国战略④初步建立中国教育法律法规体系，成果基本实现了普九和扫盲等（详见教材90页）；,,,,,
中国近代以来交通、通讯工具的进步对人们社会生活的影响,意义,（1）促进了人员商品与信息的传递（2）使中国与世界的联系大大加强（3）加速了城市化进程（4）改变了人们的生活方式和思想观念（5）推动了经济和社会的发展（6）对生态环境和人们的身心健康产生一定不利的影响,,,,,
中国近代以来交通工具的进步,内容,"①动力人力、自然力→机械力②技术引进→自制自研③地区发展差别城市显著，乡村缓慢④对象平民化、普及化⑤进程先慢后快
6.种类海陆空，传统和现代化各种交通工具并行",,,,,
中国近代以来交通工具的进步,内容,①轮船洋务运动推动1865年自行设计;1872年上海轮船招商局②铁路19世纪末20世纪初收回铁路利权运动，2006年青藏铁路贯通③城市1906年天津有轨电车，1924年上海公共汽车，1969年北京地铁，2003年上海磁悬浮列车④民航起始20世纪20年代初，30年代中期形成覆盖大半个中国航空网，新中国成立后所有省份实现飞机运营,,,,,
中国近代以来通讯工具的进步,内容,（1）近代邮政（近代之前驿站、民信局）①1866年海关开始试办邮政②1896年大清邮政局正式成立，通信范围主要商埠和中心城市③辛亥革命后改称中华邮政（2）近代电信①187年丁日昌在台湾架设电报线，后线路遍及18省②1906年创设无线电报③1932年开设了国际无线电报业务（3）电话①1882年传入中国②1949年中华人民共和国邮电部成立③20世纪80年代以后通信技术和通信网络发展迅速④2003年第三季度末用户总数居世界第一位,,,,,
中国近现代物质生活的变迁都有哪些表现，呈现出什么特征,内容,中国近现代物质生活的变迁表现在如下的一些方面：男女服饰、饰品的变化；餐饮；居室建筑与家具陈设；习俗风尚。从这些方面的变迁中可以看出：中国近现代物质生活，经历了由闭关自守向面向世界、由过去的封建传统天下向近代化、现代化的趋进。中国近现代物质生活在鸦片战争后直至民国成立由于西方思想、生活方式的传入呈现出中西合璧、洋化的趋势，建国后，由于意识形态的支配又重新趋于中化、独立化，改革开放以后，由于与世界的联系愈加紧密，逐渐又跟上国际的潮流。,,,,,
中国军民抗日斗争的主要史实,内容,（1）1931-1937局部抗战时期①东北人民和部分东北军组织抗日义勇军②中共组织抗日游击队，后组成抗日联军③932国民党十九路军在一二八事变中奋起抵抗④11933东北军安德馨营和国民党二十九军长城抗战⑤1933冯玉祥、吉鸿昌组织察哈尔民众抗日同盟军，收复多伦⑥1935年北平爱国学生掀起一二九运动⑦1936年底张学良杨虎城发动西安事变⑧工人罢工募捐，工商业者抵制日货（2）1937-1945年全民族抗战时期,,,,,
中国抗日战争胜利的原因是什么,原因,中国抗日战争是中国近代史上最伟大的全民族反侵略战争。因为：①它在地域上是真正的全国战争。在前线，军民坚决抵抗日军进攻；在后方，掀起了全国性的救亡运动。②全国各个阶级、阶层都参加了战斗。不仅工人、农民、城市小资产阶级、民族资产阶级，还有部分地主买办、海外华侨和宗教界人士，都参加了抗日民族统一战线，共同反对日本侵略者。③全国各党派，都以民族存亡为重，结束了分裂对抗的局面，求同存异，在抗日的基础上团结一致，集中力量争取民族解放战争的胜利。④全国军队，包括国民党军队和共产党军队，主力军和游击队，都一致抗日，形成了既统一又独立的正面战场和敌后战场，两者互相配合，共同抗日。⑤共产党努力发动和组织了广大群众，使抗日战争有了极大的群众基础和力量源泉。⑥世界反法西斯力量的支持，也是抗日战争取胜的重要原因。,,,,,
